column1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.06505198186172E-44
5.46017792871114E-44
9.90874675143112E-44
2.04777898447542E-43
4.06672349889396E-43
7.99931878059992E-43
1.52651899724787E-42
2.8485424351691E-42
5.16839396126102E-42
9.31513883152961E-42
1.63726836386743E-41
2.82996029346216E-41
4.80492250112185E-41
8.02924195581521E-41
1.31995235281776E-40
2.14292712473881E-40
3.12310821687804E-40
4.30863210836278E-40
6.75282757932388E-40
1.04584397453548E-39
1.59963870890959E-39
2.41440775073861E-39
3.76012342356851E-39
5.55521981205036E-39
7.82393247510389E-39
1.13372824947283E-38
1.62757490071304E-38
2.31536970859508E-38
3.26471333014262E-38
4.56487236494596E-38
6.3117836131144E-38
8.69411385494347E-38
1.18773784131909E-37
1.60916553274448E-37
2.16151347229758E-37
2.89125667840769E-37
3.83595678673411E-37
5.0563760158104E-37
6.61891747311951E-37
8.62224242208135E-37
1.11591133949428E-36
1.43399623024348E-36
4.63604973097956E-35
2.92839123492152E-34
4.94199558410894E-34
8.5408893677458E-34
1.346866454039E-33
1.81154202342432E-33
1.5329830186749E-33
2.72856307137832E-33
3.06611971288245E-33
3.93775995244483E-33
4.42000056182545E-33
2.84516550314107E-33
5.47445331762039E-33
7.13192788638186E-33
8.65989151457078E-33
9.36816880365852E-33
1.12226798461189E-32
1.25346385211297E-32
1.34432411110629E-32
6.48386613057286E-31
1.51738052482536E-30
1.92084951392313E-30
1.98390384055813E-30
1.70688350757734E-30
1.95740976197392E-30
2.01945915965459E-30
1.44788612034563E-30
7.45310151830084E-31
5.20036021096713E-32
4.52836174339039E-32
1.24807534991976E-32
4.87039784784068E-32
2.24174468804728E-31
1.92651035802368E-30
4.04729726285724E-30
2.76254791623735E-30
1.00690923826868E-29
1.4737257651203E-29
1.46862608261033E-29
9.9531540746899E-30
1.73927477435622E-29
1.97578590775655E-29
1.76280875699048E-29
2.38045014195294E-29
2.27842980938118E-29
2.03095006737729E-29
2.42293390991065E-29
2.44072222434709E-29
2.66284569981979E-29
2.68160608403197E-29
2.45098226749365E-29
2.76103113582834E-29
2.50600839304424E-29
2.87091012940667E-29
3.23657549417805E-29
3.16940444527518E-29
2.84291142087959E-29
2.75378926056643E-29
3.05262238193761E-29
3.35023922175706E-29
3.44150414138392E-29
3.04207598936487E-29
3.39087445403437E-29
2.89008665735672E-29
2.54683956900125E-29
3.53389345614159E-29
3.12763944417895E-29
2.8886961204776E-29
3.29224645505393E-29
3.65759580513336E-29
3.98991705449263E-29
3.74752919273595E-29
3.72435889185481E-29
3.32592406484791E-29
3.64595126328514E-29
3.93308448888086E-29
3.17305636129783E-29
3.94648932371289E-29
2.7190972268418E-29
3.96954933965406E-29
4.48367494299991E-29
4.05642937781808E-29
3.90696876028237E-29
3.95944661493711E-29
3.95398516462835E-29
4.32846052441778E-29
4.28660471140601E-29
4.86488991157827E-29
4.05502357344871E-29
4.68408431632528E-29
4.67527825330099E-29
5.35080317923019E-29
5.09069623781871E-29
5.06188784603873E-29
4.92141719713442E-29
4.72614357960119E-29
4.30396809250028E-29
4.70667385396312E-29
4.87858961319439E-29
5.11438761181826E-29
5.07814038070168E-29
5.18927032860826E-29
4.97392141784452E-29
5.27825080437001E-29
5.3308818822066E-29
5.03350620074071E-29
5.62081659165038E-29
5.58812017465686E-29
5.99065112312619E-29
5.95935783691429E-29
5.81487204358227E-29
5.6591282729784E-29
5.59503865289682E-29
5.43631314394276E-29
5.44522963835837E-29
5.70038807488498E-29
6.0677521135061E-29
5.84202577433749E-29
5.74359813406374E-29
6.23423296102634E-29
6.46335701927292E-29
6.42974521116287E-29
6.20102591444663E-29
5.96204348179659E-29
6.06509595825924E-29
6.2306995751403E-29
5.33251130785022E-29
6.07142020234696E-29
6.20230346551902E-29
5.85486870224996E-29
5.81959432130615E-29
5.97837204037829E-29
6.43314162629169E-29
6.16454119141601E-29
5.64199478545473E-29
5.56811449506012E-29
6.37913203847597E-29
5.7736587520414E-29
5.56861409086339E-29
5.66010152639995E-29
6.04658479102353E-29
6.408562282476E-29
